m,p,ld
7.789915966386554147e-02,4.168067226890755927e-01,6.481188535690307617e-01
7.865546218487394492e-02,4.168067226890755927e-01,6.482143402099609375e-01
7.941176470588234837e-02,4.168067226890755927e-01,6.480910181999206543e-01
8.016806722689075182e-02,4.168067226890755927e-01,6.479766964912414551e-01
8.092436974789915527e-02,4.168067226890755927e-01,6.478506922721862793e-01
8.168067226890755872e-02,4.168067226890755927e-01,6.477121710777282715e-01
8.243697478991596217e-02,4.168067226890755927e-01,6.472672820091247559e-01
8.319327731092436562e-02,4.168067226890755927e-01,6.467521190643310547e-01
8.394957983193276907e-02,4.168067226890755927e-01,6.462003588676452637e-01
8.470588235294117252e-02,4.168067226890755927e-01,6.457830071449279785e-01
8.546218487394957597e-02,4.168067226890755927e-01,6.452135443687438965e-01
8.621848739495797942e-02,4.168067226890755927e-01,6.446966528892517090e-01
8.697478991596638287e-02,4.168067226890755927e-01,6.443833112716674805e-01
8.773109243697478632e-02,4.168067226890755927e-01,6.441149711608886719e-01
8.848739495798318977e-02,4.168067226890755927e-01,6.438997983932495117e-01
8.924369747899159322e-02,4.168067226890755927e-01,6.437760591506958008e-01
8.999999999999999667e-02,4.168067226890755927e-01,6.435639858245849609e-01
0.000000000000000000e+00,4.193277310924369283e-01,2.636546641588211060e-02
7.563025210084033416e-04,4.193277310924369283e-01,4.274839907884597778e-02
1.512605042016806683e-03,4.193277310924369283e-01,5.907003581523895264e-02
2.268907563025209916e-03,4.193277310924369283e-01,7.496074587106704712e-02
3.025210084033613366e-03,4.193277310924369283e-01,9.028767049312591553e-02
3.781512605042016816e-03,4.193277310924369283e-01,1.049960851669311523e-01
4.537815126050419832e-03,4.193277310924369283e-01,1.192653998732566833e-01
5.294117647058823282e-03,4.193277310924369283e-01,1.332381963729858398e-01
6.050420168067226732e-03,4.193277310924369283e-01,1.465366482734680176e-01
6.806722689075630182e-03,4.193277310924369283e-01,1.595225632190704346e-01
7.563025210084033632e-03,4.193277310924369283e-01,1.721742004156112671e-01
8.319327731092436215e-03,4.193277310924369283e-01,1.843974888324737549e-01
9.075630252100839665e-03,4.193277310924369283e-01,1.957834661006927490e-01
9.831932773109243115e-03,4.193277310924369283e-01,2.066191136837005615e-01
1.058823529411764656e-02,4.193277310924369283e-01,2.171684205532073975e-01
1.134453781512605001e-02,4.193277310924369283e-01,2.272104173898696899e-01
1.210084033613445346e-02,4.193277310924369283e-01,2.368883192539215088e-01
1.285714285714285691e-02,4.193277310924369283e-01,2.464904189109802246e-01
1.361344537815126036e-02,4.193277310924369283e-01,2.557235956192016602e-01
1.436974789915966381e-02,4.193277310924369283e-01,2.647343575954437256e-01
1.512605042016806726e-02,4.193277310924369283e-01,2.735565006732940674e-01
1.588235294117646898e-02,4.193277310924369283e-01,2.824019193649291992e-01
1.663865546218487243e-02,4.193277310924369283e-01,2.911938726902008057e-01
1.739495798319327588e-02,4.193277310924369283e-01,2.999200820922851562e-01
1.815126050420167933e-02,4.193277310924369283e-01,3.085927367210388184e-01
1.890756302521008278e-02,4.193277310924369283e-01,3.167637586593627930e-01
1.966386554621848623e-02,4.193277310924369283e-01,3.246836662292480469e-01
2.042016806722688968e-02,4.193277310924369283e-01,3.324244916439056396e-01
2.117647058823529313e-02,4.193277310924369283e-01,3.404392302036285400e-01
2.193277310924369658e-02,4.193277310924369283e-01,3.481586873531341553e-01
2.268907563025210003e-02,4.193277310924369283e-01,3.556230962276458740e-01
2.344537815126050348e-02,4.193277310924369283e-01,3.629353940486907959e-01
2.420168067226890693e-02,4.193277310924369283e-01,3.699298202991485596e-01
2.495798319327731038e-02,4.193277310924369283e-01,3.766554296016693115e-01
2.571428571428571383e-02,4.193277310924369283e-01,3.834878802299499512e-01
2.647058823529411728e-02,4.193277310924369283e-01,3.903187811374664307e-01
2.722689075630252073e-02,4.193277310924369283e-01,3.970422148704528809e-01
2.798319327731092418e-02,4.193277310924369283e-01,4.035791158676147461e-01
2.873949579831932763e-02,4.193277310924369283e-01,4.099641144275665283e-01
2.949579831932773108e-02,4.193277310924369283e-01,4.162018895149230957e-01
3.025210084033613453e-02,4.193277310924369283e-01,4.222809672355651855e-01
3.100840336134453798e-02,4.193277310924369283e-01,4.281519651412963867e-01
3.176470588235293796e-02,4.193277310924369283e-01,4.340630769729614258e-01
3.252100840336134141e-02,4.193277310924369283e-01,4.397839903831481934e-01
3.327731092436974486e-02,4.193277310924369283e-01,4.453275501728057861e-01
3.403361344537814831e-02,4.193277310924369283e-01,4.506097435951232910e-01
3.478991596638655176e-02,4.193277310924369283e-01,4.558335840702056885e-01
3.554621848739495521e-02,4.193277310924369283e-01,4.611815810203552246e-01
3.630252100840335866e-02,4.193277310924369283e-01,4.665490388870239258e-01
3.705882352941176211e-02,4.193277310924369283e-01,4.717397987842559814e-01
3.781512605042016556e-02,4.193277310924369283e-01,4.769403338432312012e-01
3.857142857142856901e-02,4.193277310924369283e-01,4.820585548877716064e-01
3.932773109243697246e-02,4.193277310924369283e-01,4.870276153087615967e-01
4.008403361344537591e-02,4.193277310924369283e-01,4.918504953384399414e-01
4.084033613445377936e-02,4.193277310924369283e-01,4.965656399726867676e-01
4.159663865546218281e-02,4.193277310924369283e-01,5.011673569679260254e-01
4.235294117647058626e-02,4.193277310924369283e-01,5.055991411209106445e-01
4.310924369747898971e-02,4.193277310924369283e-01,5.099908709526062012e-01
4.386554621848739316e-02,4.193277310924369283e-01,5.142986178398132324e-01
4.462184873949579661e-02,4.193277310924369283e-01,5.184705853462219238e-01
4.537815126050420006e-02,4.193277310924369283e-01,5.225381851196289062e-01
4.613445378151260351e-02,4.193277310924369283e-01,5.263730287551879883e-01
4.689075630252100696e-02,4.193277310924369283e-01,5.302305221557617188e-01
4.764705882352941041e-02,4.193277310924369283e-01,5.341509580612182617e-01
4.840336134453781386e-02,4.193277310924369283e-01,5.381383299827575684e-01
4.915966386554621731e-02,4.193277310924369283e-01,5.421376824378967285e-01
4.991596638655462076e-02,4.193277310924369283e-01,5.460385680198669434e-01
5.067226890756302421e-02,4.193277310924369283e-01,5.497038364410400391e-01
5.142857142857142766e-02,4.193277310924369283e-01,5.533251166343688965e-01
5.218487394957983111e-02,4.193277310924369283e-01,5.569241046905517578e-01
5.294117647058823456e-02,4.193277310924369283e-01,5.606083869934082031e-01
5.369747899159663801e-02,4.193277310924369283e-01,5.642765164375305176e-01
5.445378151260504146e-02,4.193277310924369283e-01,5.677478313446044922e-01
5.521008403361344491e-02,4.193277310924369283e-01,5.711456537246704102e-01
5.596638655462184836e-02,4.193277310924369283e-01,5.744373798370361328e-01
5.672268907563025181e-02,4.193277310924369283e-01,5.779544115066528320e-01
5.747899159663865526e-02,4.193277310924369283e-01,5.813873410224914551e-01
5.823529411764705871e-02,4.193277310924369283e-01,5.847067236900329590e-01
5.899159663865546216e-02,4.193277310924369283e-01,5.878615379333496094e-01
5.974789915966386561e-02,4.193277310924369283e-01,5.910065770149230957e-01
6.050420168067226906e-02,4.193277310924369283e-01,5.941365361213684082e-01
6.126050420168067251e-02,4.193277310924369283e-01,5.973086357116699219e-01
6.201680672268907596e-02,4.193277310924369283e-01,6.003689765930175781e-01
6.277310924369747247e-02,4.193277310924369283e-01,6.033710241317749023e-01
6.352941176470587592e-02,4.193277310924369283e-01,6.062252521514892578e-01
6.428571428571427937e-02,4.193277310924369283e-01,6.089887619018554688e-01
6.504201680672268282e-02,4.193277310924369283e-01,6.146984696388244629e-01
6.579831932773108627e-02,4.193277310924369283e-01,6.174414753913879395e-01
6.655462184873948972e-02,4.193277310924369283e-01,6.201882362365722656e-01
6.731092436974789317e-02,4.193277310924369283e-01,6.230348348617553711e-01
6.806722689075629662e-02,4.193277310924369283e-01,6.257141232490539551e-01
6.882352941176470007e-02,4.193277310924369283e-01,6.280658841133117676e-01
6.957983193277310352e-02,4.193277310924369283e-01,6.304066181182861328e-01
7.033613445378150697e-02,4.193277310924369283e-01,6.327648162841796875e-01
7.109243697478991042e-02,4.193277310924369283e-01,6.351268291473388672e-01
7.184873949579831387e-02,4.193277310924369283e-01,6.375117897987365723e-01
7.260504201680671732e-02,4.193277310924369283e-01,6.395719051361083984e-01
7.336134453781512077e-02,4.193277310924369283e-01,6.414528489112854004e-01
7.411764705882352422e-02,4.193277310924369283e-01,6.430336833000183105e-01
7.487394957983192767e-02,4.193277310924369283e-01,6.442059278488159180e-01
7.563025210084033112e-02,4.193277310924369283e-01,6.453804373741149902e-01
7.638655462184873457e-02,4.193277310924369283e-01,6.463413238525390625e-01
7.714285714285713802e-02,4.193277310924369283e-01,6.468410491943359375e-01
7.789915966386554147e-02,4.193277310924369283e-01,6.470495462417602539e-01
7.865546218487394492e-02,4.193277310924369283e-01,6.471496224403381348e-01
7.941176470588234837e-02,4.193277310924369283e-01,6.471462845802307129e-01
8.016806722689075182e-02,4.193277310924369283e-01,6.470262408256530762e-01
8.092436974789915527e-02,4.193277310924369283e-01,6.468158960342407227e-01
8.168067226890755872e-02,4.193277310924369283e-01,6.465983390808105469e-01
8.243697478991596217e-02,4.193277310924369283e-01,6.461963653564453125e-01
8.319327731092436562e-02,4.193277310924369283e-01,6.457363963127136230e-01
8.394957983193276907e-02,4.193277310924369283e-01,6.452961564064025879e-01
8.470588235294117252e-02,4.193277310924369283e-01,6.447499394416809082e-01
8.546218487394957597e-02,4.193277310924369283e-01,6.442714929580688477e-01
8.621848739495797942e-02,4.193277310924369283e-01,6.438724994659423828e-01
8.697478991596638287e-02,4.193277310924369283e-01,6.436403989791870117e-01
8.773109243697478632e-02,4.193277310924369283e-01,6.433220505714416504e-01
8.848739495798318977e-02,4.193277310924369283e-01,6.430875062942504883e-01
8.924369747899159322e-02,4.193277310924369283e-01,6.429041028022766113e-01
8.999999999999999667e-02,4.193277310924369283e-01,6.426657438278198242e-01
0.000000000000000000e+00,4.218487394957983194e-01,2.636546641588211060e-02
7.563025210084033416e-04,4.218487394957983194e-01,4.275866597890853882e-02
1.512605042016806683e-03,4.218487394957983194e-01,5.901930481195449829e-02
2.268907563025209916e-03,4.218487394957983194e-01,7.490566372871398926e-02
3.025210084033613366e-03,4.218487394957983194e-01,9.019152820110321045e-02
3.781512605042016816e-03,4.218487394957983194e-01,1.049113869667053223e-01
4.537815126050419832e-03,4.218487394957983194e-01,1.191327869892120361e-01
5.294117647058823282e-03,4.218487394957983194e-01,1.330992281436920166e-01
6.050420168067226732e-03,4.218487394957983194e-01,1.464022547006607056e-01
6.806722689075630182e-03,4.218487394957983194e-01,1.593475788831710815e-01
7.563025210084033632e-03,4.218487394957983194e-01,1.719932407140731812e-01
8.319327731092436215e-03,4.218487394957983194e-01,1.842941492795944214e-01
9.075630252100839665e-03,4.218487394957983194e-01,1.956148445606231689e-01
9.831932773109243115e-03,4.218487394957983194e-01,2.064191401004791260e-01
1.058823529411764656e-02,4.218487394957983194e-01,2.168901562690734863e-01
1.134453781512605001e-02,4.218487394957983194e-01,2.268794924020767212e-01
1.210084033613445346e-02,4.218487394957983194e-01,2.364799529314041138e-01
1.285714285714285691e-02,4.218487394957983194e-01,2.460079044103622437e-01
1.361344537815126036e-02,4.218487394957983194e-01,2.552168071269989014e-01
1.436974789915966381e-02,4.218487394957983194e-01,2.641178369522094727e-01
1.512605042016806726e-02,4.218487394957983194e-01,2.728439867496490479e-01
1.588235294117646898e-02,4.218487394957983194e-01,2.815511822700500488e-01
1.663865546218487243e-02,4.218487394957983194e-01,2.902292311191558838e-01
1.739495798319327588e-02,4.218487394957983194e-01,2.988649308681488037e-01
1.815126050420167933e-02,4.218487394957983194e-01,3.074132800102233887e-01
1.890756302521008278e-02,4.218487394957983194e-01,3.155120909214019775e-01
1.966386554621848623e-02,4.218487394957983194e-01,3.233734071254730225e-01
2.042016806722688968e-02,4.218487394957983194e-01,3.311163187026977539e-01
2.117647058823529313e-02,4.218487394957983194e-01,3.390149474143981934e-01
2.193277310924369658e-02,4.218487394957983194e-01,3.467012941837310791e-01
2.268907563025210003e-02,4.218487394957983194e-01,3.540714681148529053e-01
2.344537815126050348e-02,4.218487394957983194e-01,3.612971603870391846e-01
2.420168067226890693e-02,4.218487394957983194e-01,3.681207895278930664e-01
2.495798319327731038e-02,4.218487394957983194e-01,3.748213648796081543e-01
2.571428571428571383e-02,4.218487394957983194e-01,3.816485106945037842e-01
2.647058823529411728e-02,4.218487394957983194e-01,3.884498775005340576e-01
2.722689075630252073e-02,4.218487394957983194e-01,3.951505124568939209e-01
2.798319327731092418e-02,4.218487394957983194e-01,4.016293883323669434e-01
2.873949579831932763e-02,4.218487394957983194e-01,4.080145359039306641e-01
2.949579831932773108e-02,4.218487394957983194e-01,4.141882061958312988e-01
3.025210084033613453e-02,4.218487394957983194e-01,4.202880561351776123e-01
3.100840336134453798e-02,4.218487394957983194e-01,4.261723756790161133e-01
3.176470588235293796e-02,4.218487394957983194e-01,4.320043325424194336e-01
3.252100840336134141e-02,4.218487394957983194e-01,4.375381469726562500e-01
3.327731092436974486e-02,4.218487394957983194e-01,4.429761767387390137e-01
3.403361344537814831e-02,4.218487394957983194e-01,4.481533765792846680e-01
3.478991596638655176e-02,4.218487394957983194e-01,4.532651007175445557e-01
3.554621848739495521e-02,4.218487394957983194e-01,4.586665630340576172e-01
3.630252100840335866e-02,4.218487394957983194e-01,4.641123414039611816e-01
3.705882352941176211e-02,4.218487394957983194e-01,4.692796468734741211e-01
3.781512605042016556e-02,4.218487394957983194e-01,4.743545353412628174e-01
3.857142857142856901e-02,4.218487394957983194e-01,4.794257283210754395e-01
3.932773109243697246e-02,4.218487394957983194e-01,4.844510853290557861e-01
4.008403361344537591e-02,4.218487394957983194e-01,4.893548488616943359e-01
4.084033613445377936e-02,4.218487394957983194e-01,4.941949844360351562e-01
4.159663865546218281e-02,4.218487394957983194e-01,4.988962709903717041e-01
4.235294117647058626e-02,4.218487394957983194e-01,5.033849477767944336e-01
4.310924369747898971e-02,4.218487394957983194e-01,5.078680515289306641e-01
4.386554621848739316e-02,4.218487394957983194e-01,5.121662020683288574e-01
4.462184873949579661e-02,4.218487394957983194e-01,5.165432095527648926e-01
4.537815126050420006e-02,4.218487394957983194e-01,5.206978917121887207e-01
4.613445378151260351e-02,4.218487394957983194e-01,5.245493054389953613e-01
4.689075630252100696e-02,4.218487394957983194e-01,5.284298062324523926e-01
4.764705882352941041e-02,4.218487394957983194e-01,5.323822498321533203e-01
4.840336134453781386e-02,4.218487394957983194e-01,5.362429022789001465e-01
4.915966386554621731e-02,4.218487394957983194e-01,5.402244925498962402e-01
4.991596638655462076e-02,4.218487394957983194e-01,5.441314578056335449e-01
5.067226890756302421e-02,4.218487394957983194e-01,5.479077696800231934e-01
5.142857142857142766e-02,4.218487394957983194e-01,5.515946149826049805e-01
5.218487394957983111e-02,4.218487394957983194e-01,5.551555156707763672e-01
5.294117647058823456e-02,4.218487394957983194e-01,5.587818026542663574e-01
5.369747899159663801e-02,4.218487394957983194e-01,5.625662803649902344e-01
5.445378151260504146e-02,4.218487394957983194e-01,5.662822723388671875e-01
5.521008403361344491e-02,4.218487394957983194e-01,5.696328282356262207e-01
5.596638655462184836e-02,4.218487394957983194e-01,5.729582905769348145e-01
5.672268907563025181e-02,4.218487394957983194e-01,5.764557123184204102e-01
5.747899159663865526e-02,4.218487394957983194e-01,5.799625515937805176e-01
5.823529411764705871e-02,4.218487394957983194e-01,5.832502245903015137e-01
5.899159663865546216e-02,4.218487394957983194e-01,5.865132808685302734e-01
5.974789915966386561e-02,4.218487394957983194e-01,5.896041393280029297e-01
6.050420168067226906e-02,4.218487394957983194e-01,5.927577018737792969e-01
6.126050420168067251e-02,4.218487394957983194e-01,5.958425998687744141e-01
6.201680672268907596e-02,4.218487394957983194e-01,5.990079641342163086e-01
6.277310924369747247e-02,4.218487394957983194e-01,6.021263003349304199e-01
6.352941176470587592e-02,4.218487394957983194e-01,6.050166487693786621e-01
6.428571428571427937e-02,4.218487394957983194e-01,6.077185869216918945e-01
6.504201680672268282e-02,4.218487394957983194e-01,6.131763458251953125e-01
6.579831932773108627e-02,4.218487394957983194e-01,6.157528162002563477e-01
6.655462184873948972e-02,4.218487394957983194e-01,6.184511780738830566e-01
6.731092436974789317e-02,4.218487394957983194e-01,6.211823821067810059e-01
6.806722689075629662e-02,4.218487394957983194e-01,6.239337921142578125e-01
6.882352941176470007e-02,4.218487394957983194e-01,6.266266107559204102e-01
6.957983193277310352e-02,4.218487394957983194e-01,6.291151046752929688e-01
7.033613445378150697e-02,4.218487394957983194e-01,6.314393877983093262e-01
7.109243697478991042e-02,4.218487394957983194e-01,6.337829232215881348e-01
7.184873949579831387e-02,4.218487394957983194e-01,6.361036300659179688e-01
7.260504201680671732e-02,4.218487394957983194e-01,6.382189393043518066e-01
7.336134453781512077e-02,4.218487394957983194e-01,6.400529146194458008e-01
7.411764705882352422e-02,4.218487394957983194e-01,6.417229175567626953e-01
7.487394957983192767e-02,4.218487394957983194e-01,6.430128216743469238e-01
7.563025210084033112e-02,4.218487394957983194e-01,6.440747976303100586e-01
7.638655462184873457e-02,4.218487394957983194e-01,6.450787186622619629e-01
7.714285714285713802e-02,4.218487394957983194e-01,6.457331776618957520e-01
7.789915966386554147e-02,4.218487394957983194e-01,6.460027098655700684e-01
7.865546218487394492e-02,4.218487394957983194e-01,6.461521387100219727e-01
7.941176470588234837e-02,4.218487394957983194e-01,6.462211012840270996e-01
8.016806722689075182e-02,4.218487394957983194e-01,6.461777091026306152e-01
8.092436974789915527e-02,4.218487394957983194e-01,6.459796428680419922e-01
8.168067226890755872e-02,4.218487394957983194e-01,6.456581354141235352e-01
8.243697478991596217e-02,4.218487394957983194e-01,6.452425718307495117e-01
8.319327731092436562e-02,4.218487394957983194e-01,6.447991132736206055e-01
8.394957983193276907e-02,4.218487394957983194e-01,6.443943977355957031e-01
8.470588235294117252e-02,4.218487394957983194e-01,6.438990831375122070e-01
8.546218487394957597e-02,4.218487394957983194e-01,6.434931159019470215e-01
8.621848739495797942e-02,4.218487394957983194e-01,6.431210637092590332e-01
8.697478991596638287e-02,4.218487394957983194e-01,6.428274512290954590e-01
8.773109243697478632e-02,4.218487394957983194e-01,6.425474286079406738e-01
8.848739495798318977e-02,4.218487394957983194e-01,6.423819661140441895e-01
8.924369747899159322e-02,4.218487394957983194e-01,6.422029733657836914e-01
8.999999999999999667e-02,4.218487394957983194e-01,6.418446302413940430e-01
0.000000000000000000e+00,4.243697478991596550e-01,2.636546641588211060e-02
7.563025210084033416e-04,4.243697478991596550e-01,4.273414984345436096e-02
1.512605042016806683e-03,4.243697478991596550e-01,5.897416546940803528e-02
2.268907563025209916e-03,4.243697478991596550e-01,7.483671605587005615e-02
3.025210084033613366e-03,4.243697478991596550e-01,9.012022614479064941e-02
3.781512605042016816e-03,4.243697478991596550e-01,1.047795861959457397e-01
4.537815126050419832e-03,4.243697478991596550e-01,1.189924478530883789e-01
5.294117647058823282e-03,4.243697478991596550e-01,1.329406350851058960e-01
6.050420168067226732e-03,4.243697478991596550e-01,1.462489664554595947e-01
6.806722689075630182e-03,4.243697478991596550e-01,1.591701358556747437e-01
7.563025210084033632e-03,4.243697478991596550e-01,1.718155890703201294e-01
8.319327731092436215e-03,4.243697478991596550e-01,1.841210275888442993e-01
9.075630252100839665e-03,4.243697478991596550e-01,1.954753696918487549e-01
9.831932773109243115e-03,4.243697478991596550e-01,2.061913609504699707e-01
1.058823529411764656e-02,4.243697478991596550e-01,2.166133671998977661e-01
1.134453781512605001e-02,4.243697478991596550e-01,2.265045195817947388e-01
1.210084033613445346e-02,4.243697478991596550e-01,2.359962314367294312e-01
1.285714285714285691e-02,4.243697478991596550e-01,2.454792261123657227e-01
1.361344537815126036e-02,4.243697478991596550e-01,2.546365261077880859e-01
1.436974789915966381e-02,4.243697478991596550e-01,2.635225355625152588e-01
1.512605042016806726e-02,4.243697478991596550e-01,2.721373736858367920e-01
1.588235294117646898e-02,4.243697478991596550e-01,2.807412147521972656e-01
1.663865546218487243e-02,4.243697478991596550e-01,2.892704904079437256e-01
1.739495798319327588e-02,4.243697478991596550e-01,2.977822124958038330e-01
1.815126050420167933e-02,4.243697478991596550e-01,3.062178194522857666e-01
1.890756302521008278e-02,4.243697478991596550e-01,3.142136633396148682e-01
1.966386554621848623e-02,4.243697478991596550e-01,3.220585286617279053e-01
2.042016806722688968e-02,4.243697478991596550e-01,3.298185765743255615e-01
2.117647058823529313e-02,4.243697478991596550e-01,3.375680744647979736e-01
2.193277310924369658e-02,4.243697478991596550e-01,3.452169895172119141e-01
2.268907563025210003e-02,4.243697478991596550e-01,3.525089025497436523e-01
2.344537815126050348e-02,4.243697478991596550e-01,3.596132993698120117e-01
2.420168067226890693e-02,4.243697478991596550e-01,3.663805127143859863e-01
2.495798319327731038e-02,4.243697478991596550e-01,3.730453848838806152e-01
2.571428571428571383e-02,4.243697478991596550e-01,3.798874318599700928e-01
2.647058823529411728e-02,4.243697478991596550e-01,3.866169452667236328e-01
2.722689075630252073e-02,4.243697478991596550e-01,3.932372331619262695e-01
2.798319327731092418e-02,4.243697478991596550e-01,3.996939659118652344e-01
2.873949579831932763e-02,4.243697478991596550e-01,4.061181545257568359e-01
2.949579831932773108e-02,4.243697478991596550e-01,4.121076166629791260e-01
3.025210084033613453e-02,4.243697478991596550e-01,4.180686175823211670e-01
3.100840336134453798e-02,4.243697478991596550e-01,4.239711165428161621e-01
3.176470588235293796e-02,4.243697478991596550e-01,4.295616745948791504e-01
3.252100840336134141e-02,4.243697478991596550e-01,4.351046383380889893e-01
3.327731092436974486e-02,4.243697478991596550e-01,4.404110610485076904e-01
3.403361344537814831e-02,4.243697478991596550e-01,4.455656111240386963e-01
3.478991596638655176e-02,4.243697478991596550e-01,4.506699740886688232e-01
3.554621848739495521e-02,4.243697478991596550e-01,4.560677707195281982e-01
3.630252100840335866e-02,4.243697478991596550e-01,4.616217017173767090e-01
3.705882352941176211e-02,4.243697478991596550e-01,4.667945802211761475e-01
3.781512605042016556e-02,4.243697478991596550e-01,4.717801511287689209e-01
3.857142857142856901e-02,4.243697478991596550e-01,4.766906499862670898e-01
3.932773109243697246e-02,4.243697478991596550e-01,4.817905724048614502e-01
4.008403361344537591e-02,4.243697478991596550e-01,4.868472814559936523e-01
4.084033613445377936e-02,4.243697478991596550e-01,4.917101562023162842e-01
4.159663865546218281e-02,4.243697478991596550e-01,4.965418875217437744e-01
4.235294117647058626e-02,4.243697478991596550e-01,5.011666417121887207e-01
4.310924369747898971e-02,4.243697478991596550e-01,5.056143403053283691e-01
4.386554621848739316e-02,4.243697478991596550e-01,5.100138187408447266e-01
4.462184873949579661e-02,4.243697478991596550e-01,5.144133567810058594e-01
4.537815126050420006e-02,4.243697478991596550e-01,5.187496542930603027e-01
4.613445378151260351e-02,4.243697478991596550e-01,5.227394104003906250e-01
4.689075630252100696e-02,4.243697478991596550e-01,5.266902446746826172e-01
4.764705882352941041e-02,4.243697478991596550e-01,5.305944681167602539e-01
4.840336134453781386e-02,4.243697478991596550e-01,5.344229340553283691e-01
4.915966386554621731e-02,4.243697478991596550e-01,5.383183360099792480e-01
4.991596638655462076e-02,4.243697478991596550e-01,5.421599745750427246e-01
5.067226890756302421e-02,4.243697478991596550e-01,5.459718704223632812e-01
5.142857142857142766e-02,4.243697478991596550e-01,5.498190522193908691e-01
5.218487394957983111e-02,4.243697478991596550e-01,5.535091161727905273e-01
5.294117647058823456e-02,4.243697478991596550e-01,5.572645664215087891e-01
5.369747899159663801e-02,4.243697478991596550e-01,5.610103011131286621e-01
5.445378151260504146e-02,4.243697478991596550e-01,5.647556781768798828e-01
5.521008403361344491e-02,4.243697478991596550e-01,5.682337880134582520e-01
5.596638655462184836e-02,4.243697478991596550e-01,5.716264247894287109e-01
5.672268907563025181e-02,4.243697478991596550e-01,5.750243067741394043e-01
5.747899159663865526e-02,4.243697478991596550e-01,5.784467458724975586e-01
5.823529411764705871e-02,4.243697478991596550e-01,5.817844867706298828e-01
5.899159663865546216e-02,4.243697478991596550e-01,5.851424336433410645e-01
5.974789915966386561e-02,4.243697478991596550e-01,5.882814526557922363e-01
6.050420168067226906e-02,4.243697478991596550e-01,5.914043188095092773e-01
6.126050420168067251e-02,4.243697478991596550e-01,5.944835543632507324e-01
6.201680672268907596e-02,4.243697478991596550e-01,5.975342392921447754e-01
6.277310924369747247e-02,4.243697478991596550e-01,6.006002426147460938e-01
6.352941176470587592e-02,4.243697478991596550e-01,6.035838127136230469e-01
6.428571428571427937e-02,4.243697478991596550e-01,6.063410639762878418e-01
6.504201680672268282e-02,4.243697478991596550e-01,6.088609099388122559e-01
6.579831932773108627e-02,4.243697478991596550e-01,6.143462061882019043e-01
6.655462184873948972e-02,4.243697478991596550e-01,6.168727278709411621e-01
6.731092436974789317e-02,4.243697478991596550e-01,6.194431185722351074e-01
6.806722689075629662e-02,4.243697478991596550e-01,6.221393942832946777e-01
6.882352941176470007e-02,4.243697478991596550e-01,6.248367428779602051e-01
6.957983193277310352e-02,4.243697478991596550e-01,6.275388002395629883e-01
7.033613445378150697e-02,4.243697478991596550e-01,6.300112605094909668e-01
7.109243697478991042e-02,4.243697478991596550e-01,6.324726343154907227e-01
7.184873949579831387e-02,4.243697478991596550e-01,6.348068118095397949e-01
7.260504201680671732e-02,4.243697478991596550e-01,6.369003057479858398e-01
7.336134453781512077e-02,4.243697478991596550e-01,6.387493610382080078e-01
7.411764705882352422e-02,4.243697478991596550e-01,6.403989791870117188e-01
7.487394957983192767e-02,4.243697478991596550e-01,6.418134570121765137e-01
7.563025210084033112e-02,4.243697478991596550e-01,6.428225040435791016e-01
7.638655462184873457e-02,4.243697478991596550e-01,6.437894701957702637e-01
7.714285714285713802e-02,4.243697478991596550e-01,6.444558501243591309e-01
7.789915966386554147e-02,4.243697478991596550e-01,6.447248458862304688e-01
7.865546218487394492e-02,4.243697478991596550e-01,6.449196934700012207e-01
7.941176470588234837e-02,4.243697478991596550e-01,6.450296640396118164e-01
8.016806722689075182e-02,4.243697478991596550e-01,6.450377702713012695e-01
8.092436974789915527e-02,4.243697478991596550e-01,6.449177861213684082e-01
8.168067226890755872e-02,4.243697478991596550e-01,6.445361971855163574e-01
8.243697478991596217e-02,4.243697478991596550e-01,6.441220641136169434e-01
8.319327731092436562e-02,4.243697478991596550e-01,6.437075734138488770e-01
8.394957983193276907e-02,4.243697478991596550e-01,6.432254910469055176e-01
8.470588235294117252e-02,4.243697478991596550e-01,6.427457332611083984e-01
8.546218487394957597e-02,4.243697478991596550e-01,6.424325704574584961e-01
8.621848739495797942e-02,4.243697478991596550e-01,6.421880125999450684e-01
8.697478991596638287e-02,4.243697478991596550e-01,6.419153809547424316e-01
8.773109243697478632e-02,4.243697478991596550e-01,6.417505741119384766e-01
8.848739495798318977e-02,4.243697478991596550e-01,6.416081190109252930e-01
8.924369747899159322e-02,4.243697478991596550e-01,6.413912177085876465e-01
8.999999999999999667e-02,4.243697478991596550e-01,6.410930156707763672e-01
0.000000000000000000e+00,4.268907563025209906e-01,2.636546641588211060e-02
7.563025210084033416e-04,4.268907563025209906e-01,4.269764944911003113e-02
1.512605042016806683e-03,4.268907563025209906e-01,5.895485728979110718e-02
2.268907563025209916e-03,4.268907563025209906e-01,7.478629052639007568e-02
3.025210084033613366e-03,4.268907563025209906e-01,9.002168476581573486e-02
3.781512605042016816e-03,4.268907563025209906e-01,1.046625226736068726e-01
4.537815126050419832e-03,4.268907563025209906e-01,1.188378557562828064e-01
5.294117647058823282e-03,4.268907563025209906e-01,1.327729970216751099e-01
6.050420168067226732e-03,4.268907563025209906e-01,1.460610330104827881e-01
6.806722689075630182e-03,4.268907563025209906e-01,1.590002775192260742e-01
7.563025210084033632e-03,4.268907563025209906e-01,1.716162413358688354e-01
