"PointID","x","y","Density","Momentum_x","Momentum_y","Energy"
86, 3.286868140718219e-01, 1.639938785570859e-01, 8.291527660569414e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.154722556293572e+00
87, 3.336819540099611e-01, 1.638094710674304e-01, 8.299570607206259e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.161557060494292e+00
88, 3.386763233458382e-01, 1.636052482069102e-01, 8.305450278466384e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.166849646314155e+00
89, 3.436698514640920e-01, 1.633814027018306e-01, 8.313579096415885e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.173856534539175e+00
90, 3.486624733615127e-01, 1.631381761262871e-01, 8.324809798587958e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.182975196205196e+00
91, 3.536541271443965e-01, 1.628758264254853e-01, 8.333065906628200e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.189922329550386e+00
92, 3.586447483033412e-01, 1.625945217654399e-01, 8.338230343591512e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.194626312592241e+00
93, 3.636342773068417e-01, 1.622944635419551e-01, 8.346047615769927e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.201260006586804e+00
94, 3.686226602835894e-01, 1.619759173271438e-01, 8.354094703953522e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.208006166731272e+00
95, 3.736098391222381e-01, 1.616390476878438e-01, 8.362317037786150e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.214968144729796e+00
96, 3.785957570794149e-01, 1.612840006479799e-01, 8.371814783716059e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.222838930235582e+00
97, 3.835803677504583e-01, 1.609110478921088e-01, 8.380355278895781e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.230027996696260e+00
98, 3.885636204408221e-01, 1.605203692082192e-01, 8.392380911401528e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.239776362404968e+00
99, 3.935454585829794e-01, 1.601120474760304e-01, 8.402727597849367e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.248136682080387e+00
100, 3.985258423662944e-01, 1.596863530271589e-01, 8.412864087577614e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.256269037130803e+00
101, 4.035047293304228e-01, 1.592434945020829e-01, 8.420179747559160e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.262253268985165e+00
102, 4.084820619688229e-01, 1.587834969213572e-01, 8.428218876091521e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.268742934720622e+00
103, 4.134578054409266e-01, 1.583066136312516e-01, 8.437240127162350e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.275843622424905e+00
104, 4.184319256063715e-01, 1.578130872361921e-01, 8.444805485158181e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.281826217683300e+00
105, 4.234043654587020e-01, 1.573029086177509e-01, 8.452322188830805e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.287759147946664e+00
106, 4.283750910308033e-01, 1.567762884538471e-01, 8.460648418635410e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.294224171956749e+00
107, 4.333440766894958e-01, 1.562334973205965e-01, 8.468981294270101e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.300687461801649e+00
108, 4.383112696746153e-01, 1.556745380052561e-01, 8.475375326405410e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.305717241146207e+00
109, 4.432766317687792e-01, 1.550995413266350e-01, 8.483198195070893e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.311825360111851e+00
110, 4.482401442481019e-01, 1.545087901144303e-01, 8.490767028453293e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.317718710470164e+00
111, 4.532017655970593e-01, 1.539023612378468e-01, 8.496554302100434e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.322316623866338e+00
112, 4.581614469192262e-01, 1.532802645955819e-01, 8.502162391415439e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.326817488297409e+00
113, 4.631191750554563e-01, 1.526427888284859e-01, 8.508033347727237e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.331495972299417e+00
114, 4.680749228700643e-01, 1.519900969580388e-01, 8.512663729936484e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.335269916870943e+00
115, 4.730286309253954e-01, 1.513220996372934e-01, 8.517506537151939e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.339259494730430e+00
116, 4.779802878927089e-01, 1.506390636608153e-01, 8.524167844344527e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.344505328201131e+00
117, 4.829298804039365e-01, 1.499412252933962e-01, 8.530871722609978e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.349808160592517e+00
118, 4.878773446880385e-01, 1.492284547229174e-01, 8.536441276148089e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.354304334134453e+00
119, 4.928226644341787e-01, 1.485009535137704e-01, 8.541477334075036e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.358433336165637e+00
120, 4.977658372753748e-01, 1.477590047383712e-01, 8.547944782287690e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.363657160351181e+00
121, 5.027068065744252e-01, 1.470025209989194e-01, 8.554979139911376e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.369294118922560e+00
122, 5.076455415190334e-01, 1.462315845222895e-01, 8.560094247273422e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.373529487706638e+00
123, 5.125820460288131e-01, 1.454464923382185e-01, 8.567147304041788e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.379200451726035e+00
124, 5.175162851368622e-01, 1.446472866514787e-01, 8.573701314801551e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.384512363242081e+00
125, 5.224482037983713e-01, 1.438338834833718e-01, 8.579072672916311e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.388971833995684e+00
126, 5.273778103308100e-01, 1.430065828671067e-01, 8.587088943991485e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.395414629163220e+00
127, 5.323050925035843e-01, 1.421655496120355e-01, 8.593739694323790e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.400824880857203e+00
128, 5.372299773258020e-01, 1.413105899174201e-01, 8.600386773201685e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.406248903102590e+00
129, 5.421524704785047e-01, 1.404419651082175e-01, 8.605543884345112e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.410575562576678e+00
130, 5.470725781725883e-01, 1.395599290323396e-01, 8.613299533994943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.416840477710164e+00
131, 5.519902235900308e-01, 1.386642669975102e-01, 8.620978590640644e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.423049140758770e+00
132, 5.569053992283000e-01, 1.377551483818177e-01, 8.628471345394205e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.429133989740600e+00
133, 5.618181236558207e-01, 1.368328755900219e-01, 8.635055556943668e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.434559268450242e+00
134, 5.667283341752818e-01, 1.358973114371975e-01, 8.642528064295982e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.440664142277529e+00
135, 5.716359977943639e-01, 1.349484774494028e-01, 8.649910234151843e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.446709747595269e+00
136, 5.765411390727853e-01, 1.339866884314516e-01, 8.657344407157943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.452798572142958e+00
137, 5.814437258875235e-01, 1.330119624484526e-01, 8.664606397422884e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.458766331555235e+00
138, 5.863436909060948e-01, 1.320241411582864e-01, 8.670585529821363e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.463791156556820e+00
139, 5.912410624573163e-01, 1.310235404249866e-01, 8.675930369001791e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.468355474198543e+00
140, 5.961358364488212e-01, 1.300103098107265e-01, 8.681887940610041e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.473370722528059e+00
141, 6.010279226239934e-01, 1.289841802353577e-01, 8.688444233415764e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.478812064598957e+00
142, 6.059173444114860e-01, 1.279454290829729e-01, 8.694184906467481e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.483637800914010e+00
143, 6.108041203998490e-01, 1.268943011658800e-01, 8.700886854495232e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.489167753908810e+00
144, 6.156881519747854e-01, 1.258304944516231e-01, 8.707516802140681e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.494611448936428e+00
145, 6.205694487618921e-01, 1.247542081929606e-01, 8.712971834061649e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.499162246210864e+00
146, 6.254480454380397e-01, 1.236657485300266e-01, 8.718867787996447e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.504027875605437e+00
147, 6.303238498338503e-01, 1.225648488904047e-01, 8.725412077785915e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.509343162306163e+00
148, 6.351968495578116e-01, 1.214515978877726e-01, 8.730751480552602e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.513748561683838e+00
149, 6.400670887214650e-01, 1.203263341483545e-01, 8.736403695806220e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.518387073422013e+00
150, 6.449344956211363e-01, 1.191888796253137e-01, 8.741251161677822e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.522418873336279e+00
151, 6.497990271978451e-01, 1.180391904327509e-01, 8.745656029688773e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.526142256648936e+00
152, 6.546607343025365e-01, 1.168776181647958e-01, 8.752072900223385e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.531350541613824e+00
153, 6.595195723666483e-01, 1.157040992036613e-01, 8.759326273282837e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.537135059811997e+00
154, 6.643754650390524e-01, 1.145184554016852e-01, 8.765514441735029e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.542101968246499e+00
155, 6.692284708785335e-01, 1.133210470854154e-01, 8.770864959340220e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.546458385806517e+00
156, 6.740785651887978e-01, 1.121119007932159e-01, 8.777397198544873e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.551652682179608e+00
157, 6.789256495116751e-01, 1.108907434943754e-01, 8.783068080097167e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.556162183608433e+00
158, 6.837697834123705e-01, 1.096579346130252e-01, 8.788332426205988e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.560368944765109e+00
159, 6.886109596503712e-01, 1.084135617576601e-01, 8.796117694802633e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.566410524012149e+00
160, 6.934490621700028e-01, 1.071572918854836e-01, 8.802648697436737e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.571464553324440e+00
161, 6.982841531792937e-01, 1.058894797872839e-01, 8.809295151807255e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.576577313483397e+00
162, 7.031162351095376e-01, 1.046102480216843e-01, 8.814288073260811e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.580447297620260e+00
163, 7.079451807013495e-01, 1.033192270563549e-01, 8.819918217483083e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.584798572689016e+00
164, 7.127710561058304e-01, 1.020167730695992e-01, 8.825303577005910e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.588941370144298e+00
165, 7.175938655514382e-01, 1.007030161631012e-01, 8.830535003274915e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.592964850006512e+00
166, 7.224134758468128e-01, 9.937756836747363e-02, 8.834977830988627e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.596424324126526e+00
167, 7.272299578683424e-01, 9.804080114320209e-02, 8.840077824979294e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.600383201228288e+00
168, 7.320433134877924e-01, 9.669281702947932e-02, 8.844608119765504e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.603926014039645e+00
169, 7.368534048665358e-01, 9.533323263216399e-02, 8.849128724596357e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.607493139086284e+00
170, 7.416603175923138e-01, 9.396244966922658e-02, 8.853941910991266e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.611281967180870e+00
171, 7.464640303395778e-01, 9.258049762096486e-02, 8.859515302280472e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.615614541790863e+00
172, 7.512644176419315e-01, 9.118703553886702e-02, 8.864079555672628e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.619206353001454e+00
173, 7.560615790873412e-01, 8.978251021914352e-02, 8.869003699171263e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.623084742393614e+00
174, 7.608554537820102e-01, 8.836680413287386e-02, 8.873325422230347e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.626502092006493e+00
175, 7.656459459295769e-01, 8.693969864383616e-02, 8.877827633000943e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.630095602719036e+00
176, 7.704331720272781e-01, 8.550167236920675e-02, 8.882750154641531e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.634033041631018e+00
177, 7.752170018877418e-01, 8.405238706396921e-02, 8.886178954269913e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.636899136951203e+00
178, 7.799974092231288e-01, 8.259185349979434e-02, 8.891194157232700e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.640924819309824e+00
179, 7.847744966216295e-01, 8.112049670021161e-02, 8.895480272660580e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.644373188500284e+00
180, 7.895480772260515e-01, 7.963780560013738e-02, 8.900078636427255e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.648074588081810e+00
181, 7.943182096762725e-01, 7.814405220010279e-02, 8.903851619299336e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.651181739836380e+00
182, 7.990849348996002e-01, 7.663946511344345e-02, 8.908107497013418e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.654663473750227e+00
183, 8.038480646543210e-01, 7.512353781308739e-02, 8.912810459548386e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.658427330018376e+00
184, 8.086077353643975e-01, 7.359678078390469e-02, 8.916525445992194e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.661457953763989e+00
185, 8.133638499325325e-01, 7.205897758760958e-02, 8.921140433228963e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.665168356496600e+00
186, 8.181163343655400e-01, 7.050999631529480e-02, 8.925978485004795e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.668985014286071e+00
187, 8.228653205688796e-01, 6.895032199206413e-02, 8.930993538289486e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.672940818390162e+00
188, 8.276105866072860e-01, 6.737936955163001e-02, 8.936626656684029e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.677378438026977e+00
189, 8.323522444987332e-01, 6.579755614270931e-02, 8.941069547555982e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.680964122219843e+00
190, 8.370902528041622e-01, 6.420484509663917e-02, 8.947514679818719e-01, 0.000000000000000e+00, 0.000000000000000e+00, 6.685983361180373e+00
